,,,,,,,,,"Normalized abundance",,,,,,"Raw abundance",,,,,,,,
"SYG_HUMAN;Q961R8_DROME;Q9VUK8_DROME","22","21","20.865","0.946781109536877","1.00153806167373","compmix1","compmix2","Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3","670341.201627347","699079.276360367","681533.505398083","712599.883693889","647672.576239327","687531.87409112","919927.741110092","971494.88565938","1014146.78833584","712599.883693889","663017.832692847","684892.58418456",,,
"RBMX_HUMAN","21","6","19.115","0.937276459207621","1.00161458432352","compmix1","compmix2","RNA-binding motif protein, X chromosome OS=Homo sapiens GN=RBMX PE=1 SV=3","1519503.89312013","1541700.8820953","1558363.95854797","1461914.51231759","1580485.16975897","1569722.39168839","2085257.15055639","2142467.34643592","2318902.57940677","1461914.51231759","1617931.48312885","1563696.55838435",,,
"RL35_HUMAN","4","2","3.99","0.990948087661097","1.00164817997384","compmix2","compmix1","60S ribosomal protein L35 OS=Homo sapiens GN=RPL35 PE=1 SV=2","2232650.79910633","2230741.8792689","2235893.96169053","2121472.64318903","2201303.21254569","2387552.41441019","3063928.34175111","3100012.2592946","3327092.00992766","2121472.64318903","2253458.51997682","2378387.10407884",,,
"H7C0R2_HUMAN","2","2","1.497","0.923626889041121","1.00165200219849","compmix1","compmix2","Angio-associated migratory cell protein (Fragment) OS=Homo sapiens GN=AAMP PE=1 SV=1","65486.1506985984","99448.1937706883","87967.1939016547","85043.5215345245","80816.9141367978","86623.9978603406","89868.4528713281","138200.937866857","130898.402598961","85043.5215345245","82731.7030574778","86291.4665962142",,,
"RAB7A_HUMAN","8","4","7.976","0.934237019695755","1.00171676948561","compmix2","compmix1","Ras-related protein Rab-7a OS=Homo sapiens GN=RAB7A PE=1 SV=1","404497.112373613","373706.327309591","408791.805858134","398333.335569634","394222.881258862","396476.825929954","555102.556680193","519331.35196053","608297.161805542","398333.335569634","403563.173614436","394954.834987723",,,
"CSTF2_HUMAN;E7EWR4_HUMAN","10","10","9.565","0.984845834375836","1.00174812652412","compmix1","compmix2","Cleavage stimulation factor subunit 2 OS=Homo sapiens GN=CSTF2 PE=1 SV=1 [CSTF2_HUMAN,E7EWR4_HUMAN]","387148.117567652","399416.251928162","454456.812613179","444221.89024804","414740.039395506","379893.576295966","531294.05205056","555059.861047036","676248.362404129","444221.89024804","424566.443198213","378435.244952695",,,
"RSU1_HUMAN","5","4","4.384","0.948965194434253","1.00177744112473","compmix2","compmix1","Ras suppressor protein 1 OS=Homo sapiens GN=RSU1 PE=1 SV=3","153112.820191967","174305.07244602","144657.454917346","149483.915986987","162437.564017044","160992.95368802","210120.951050379","242227.873364258","215255.584870437","149483.915986987","166286.184707455","160374.935682298",,,
"A0A0J9YXN7_HUMAN","9","7","8.434","0.961100380734083","1.00180800988659","compmix1","compmix2","Perilipin-4 OS=Homo sapiens GN=PLIN4 PE=1 SV=1","122013.366158921","128718.20113101","138681.989200319","129477.759525106","117304.454954095","141928.549107463","167442.311532288","178876.814574018","206363.873285114","129477.759525106","120083.740368437","141383.715331418",,,
"PQBP1_HUMAN","3","3","2.991","0.994599919281976","1.00184979358686","compmix1","compmix2","Polyglutamine-binding protein 1 OS=Homo sapiens GN=PQBP1 PE=1 SV=1","297764.144051954","261764.801746167","267683.416850578","271804.591717401","276457.771313099","277422.652771201","408629.957037268","363768.709417375","398322.716843117","271804.591717401","283007.863991102","276357.685698543",,,
"A0A096LP25_HUMAN;YJ005_HUMAN","3","3","2.338","0.961650309759085","1.0018654216219","compmix2","compmix1","AP2-associated protein kinase 1 (Fragment) OS=Homo sapiens GN=AAK1 PE=1 SV=1 [A0A096LP25_HUMAN,YJ005_HUMAN]","69105.1313623292","63196.9440230521","59487.5915742656","67429.9360223647","64301.03799422","60416.4615346651","94834.8799669996","87823.3842481244","88519.7124764065","67429.9360223647","65824.5175338018","60184.5354769397",,,
"REV_sp|P40303|PSA4_YEAST","1","1","0.894","0.970084472867752","1.00194188207068","compmix2","compmix1","Proteasome subunit alpha type-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRE6 PE=1 SV=1","898376.298713438","858990.939843801","873462.671348178","935443.923052083","943092.138841597","757402.609444794","1232866.60156946","1193720.55946316","1299744.40854759","935443.923052083","965436.748233358","754495.100516641","x",,
"A0A0A0MSE1_HUMAN;B4DTR1_HUMAN;ERBB2_HUMAN;ERBB4_HUMAN;J3QLU9_HUMAN","1","1","0.959","0.990111292134612","1.00195834711641","compmix2","compmix1","Receptor protein-tyrosine kinase OS=Homo sapiens GN=ERBB4 PE=1 SV=1 [A0A0A0MSE1_HUMAN,B4DTR1_HUMAN,ERBB2_HUMAN,ERBB4_HUMAN,J3QLU9_HUMAN]","33357.8746077243","33855.6725421428","30643.3903548032","35685.6825517728","31781.533393436","30581.3594108447","45777.9324344393","47048.4733812874","45598.4858644524","35685.6825517728","32534.5308157449","30463.9640197893","x",,
"SMCA5_HUMAN","6","6","4.923","0.99751770795976","1.00205022640897","compmix1","compmix2","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens GN=SMARCA5 PE=1 SV=1","123794.839997485","143657.746704878","121551.676962668","124439.536920684","128411.677988689","135357.13374706","169887.077272748","199637.968008075","180873.342003227","124439.536920684","131454.125982712","134837.526249078",,,
"ATPB_HUMAN","16","9","17.946","0.913332581279341","1.00207731983408","compmix1","compmix2","ATP synthase subunit beta, mitochondrial OS=Homo sapiens GN=ATP5B PE=1 SV=3","937952.342677392","950131.229958284","957422.795807575","984691.032351201","921467.314067169","933449.248846238","1287177.89951363","1320376.18882856","1424680.14522725","984691.032351201","943299.568151481","929865.933986803",,,
"F5GY37_HUMAN;J3KPX7_HUMAN;PHB2_HUMAN","9","6","8.476","0.999787388417736","1.00210538629418","compmix1","compmix2","Prohibitin-2 OS=Homo sapiens GN=PHB2 PE=1 SV=1 [F5GY37_HUMAN,J3KPX7_HUMAN,PHB2_HUMAN]","360317.6490281","399144.791636987","336935.812133171","374403.022631246","368102.291615141","351589.446438188","494473.859204594","554682.618732103","501372.814459938","374403.022631246","376823.710852561","350239.768681845",,,
"ADNP_HUMAN","1","1","0.914","0.915425902973332","1.00210756843977","compmix1","compmix2","Activity-dependent neuroprotector homeobox protein OS=Homo sapiens GN=ADNP PE=1 SV=1","34603.7750752244","24708.5658369724","31564.1527437523","40751.9855039743","27021.6791068945","22911.7034254576","47487.7160490119","34336.9431111885","46968.6139831393","40751.9855039743","27661.9016682814","22823.7502266727","x",,
"ARP3_HUMAN","9","9","8.966","0.984320977473385","1.002149506103","compmix1","compmix2","Actin-related protein 3 OS=Homo sapiens GN=ACTR3 PE=1 SV=3","785736.215501579","752747.952757775","678846.435185676","757080.011440589","759334.746246924","696159.903020973","1078287.50504969","1046077.04880351","1010148.32955962","757080.011440589","777325.605892218","693487.49193047",,,
"ERH_HUMAN","5","4","4.391","0.893862733039596","1.00231573352281","compmix2","compmix1","Enhancer of rudimentary homolog OS=Homo sapiens GN=ERH PE=1 SV=1","1728553.53541128","1786189.44373108","1768525.23508918","1721481.96838849","1783113.16183166","1790907.72532505","2372141.74715572","2482227.65011418","2631630.24715706","1721481.96838849","1825360.3246077","1784032.80815953",,,
"A0A0U1RQQ1_HUMAN;CARL1_HUMAN","2","2","1.835","0.932035265107668","1.00232267916545","compmix2","compmix1","F-actin-uncapping protein LRRC16A (Fragment) OS=Homo sapiens GN=LRRC16A PE=1 SV=1 [A0A0U1RQQ1_HUMAN,CARL1_HUMAN]","44715.2013726116","46250.3858665562","43867.065632229","45895.7483892454","45877.9905005349","43372.0869752634","61363.9055635087","64273.1301706766","65275.7984343813","45895.7483892454","46964.9741951213","43205.590677864",,,
"E9PQ61_HUMAN;ZC11A_HUMAN","3","3","2.991","0.962514317801951","1.00234525617556","compmix2","compmix1","Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens GN=ZC3H11A PE=1 SV=1 [E9PQ61_HUMAN,ZC11A_HUMAN]","98861.3613046123","104348.835048097","112227.180876856","86356.7591561778","113499.182890515","116321.216639821","135670.175974919","145011.249799205","166998.150712737","86356.7591561778","116188.310287005","115874.684014113",,,
"GEMI4_HUMAN;I3L2C7_HUMAN","6","6","5.843","0.94232084354288","1.00234671333118","compmix1","compmix2","Gem-associated protein 4 OS=Homo sapiens GN=GEMIN4 PE=1 SV=2 [GEMI4_HUMAN,I3L2C7_HUMAN]","328984.301312696","324451.795514723","348619.457937115","321912.349516979","337786.965255297","340010.208327094","451474.240927703","450883.427165237","518758.506834962","321912.349516979","345790.125800701","338704.980824513",,,
"CND3_HUMAN","11","11","11.943","0.937940532310927","1.00239838592128","compmix1","compmix2","Condensin complex subunit 3 OS=Homo sapiens GN=NCAPG PE=1 SV=1","208954.531058801","221812.873476618","220675.462934829","198366.681117275","231847.909739667","219669.603511071","286754.072828871","308248.405356624","328373.161740834","198366.681117275","237341.064404059","218826.338217965",,,
"Q5T6W2_HUMAN","23","1","26.861","0.882236286891646","1.00246862877754","compmix2","compmix1","Heterogeneous nuclear ribonucleoprotein K (Fragment) OS=Homo sapiens GN=HNRNPK PE=1 SV=1","780042.141720733","798993.341024908","810053.081589427","803604.255808963","781171.869054347","810210.212253775","1070473.3703699","1110343.23392168","1205388.61929558","803604.255808963","799680.113968032","807099.986072305",,,
"SMD2_HUMAN","7","5","6.778","0.909048982716586","1.00255122405895","compmix2","compmix1","Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens GN=SNRPD2 PE=1 SV=1","904942.777291851","852534.750222127","834722.614202427","867498.144027417","854471.968736849","876843.312319288","1241877.96144265","1184748.5366749","1242097.78630066","867498.144027417","874716.907265428","873477.295715478",,,
"STAT1_HUMAN","6","6","5.485","0.929896460563245","1.00264128271497","compmix2","compmix1","Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens GN=STAT1 PE=1 SV=2","110287.752156214","133478.152605838","113812.346649601","123873.001460994","118606.594842124","116043.120363239","151350.927657252","185491.613024141","169356.93537215","123873.001460994","121416.731756519","115597.655290502",,,
"DHSO_HUMAN","11","11","10.834","0.930781189561049","1.00283297760032","compmix2","compmix1","Sorbitol dehydrogenase OS=Homo sapiens GN=SORD PE=1 SV=4","559522.619527367","563461.254993676","626322.803176053","607013.128927302","576703.272212079","570546.023191724","767848.340863215","783029.544722756","931991.243675519","607013.128927302","590367.058412606","568355.817301664",,,
"HS71B_HUMAN;A0A0G2JIW1_HUMAN;HS71A_HUMAN","35","27","46.955","0.922021406800451","1.00284385505317","compmix1","compmix2",,"7907931.94153185","7665725.10928179","7480105.6834604","7802378.62815246","7936697.07739846","7249311.38792302","10852273.3649152","10652887.2909959","11130670.899097","7802378.62815246","8124740.62982699","7221482.80993753",,,
"MVP_HUMAN","14","13","14.254","0.939848427211312","1.0029104401967","compmix2","compmix1","Major vault protein OS=Homo sapiens GN=MVP PE=1 SV=4","346871.626374582","314653.623531992","316489.258223985","311027.615008586","330951.090644246","338882.255215143","476021.511032443","437267.125993227","470947.59425389","311027.615008586","338792.289339112","337581.357686743",,,
"4F2_HUMAN;F5GZS6_HUMAN;J3KPF3_HUMAN","24","23","24.728","0.919570165686777","1.00291133499075","compmix1","compmix2","4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=1 SV=3 [4F2_HUMAN,F5GZS6_HUMAN,J3KPF3_HUMAN]","1025490.53518528","977923.944614812","969330.916118585","943932.336993063","1021604.98627106","998578.53842977","1407308.9782824","1358999.10479881","1442399.86388066","943932.336993063","1045809.7945085","994745.205959375",,,
"J3KPP4_HUMAN;LC7L3_HUMAN","9","8","8.27","0.845214590490612","1.00292529657086","compmix2","compmix1","Cisplatin resistance-associated overexpressed protein, isoform CRA_b OS=Homo sapiens GN=LUC7L3 PE=1 SV=1 [J3KPP4_HUMAN,LC7L3_HUMAN]","332240.559257013","345310.346124443","337835.045617626","333737.064738197","340753.490767492","343865.700533948","455942.893619668","479870.089944188","502710.906781153","333737.064738197","348826.936973321","342545.67260967",,,
"IF4G2_HUMAN","26","25","26.251","0.914513544411029","1.00297081161241","compmix2","compmix1","Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens GN=EIF4G2 PE=1 SV=1","385755.504623458","410773.414609556","391150.67796903","405355.971085024","382876.873158468","402975.125297738","529382.930853052","570842.656838122","582046.518147301","405355.971085024","391948.345418192","401428.188754324",,,
"SYUG_HUMAN","11","9","13.461","0.956521866638827","1.00297967257718","compmix1","compmix2","Gamma-synuclein OS=Homo sapiens GN=SNCG PE=1 SV=2","1030111.64625797","1023173.34806206","928164.605399093","952238.02626749","1026015.01900951","994339.202837265","1413650.65661008","1421881.19201645","1381142.88755721","952238.02626749","1050324.31381289","990522.144282394",,,
"DYHC1_HUMAN","82","81","79.099","0.896132782696532","1.00300977869033","compmix2","compmix1","Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5","543607.257254539","555895.772523046","514702.959591613","547175.676029487","541827.02639487","530061.689733443","746007.249745664","772515.962391967","765896.833071907","547175.676029487","554664.492390042","528026.89466388",,,
"A0A087WZH7_HUMAN;MARCS_HUMAN","4","4","3.988","0.947516101182169","1.00301133353965","compmix2","compmix1","Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens GN=MARCKS PE=1 SV=1 [A0A087WZH7_HUMAN,MARCS_HUMAN]","326642.090135191","317965.558709522","322549.243912639","316212.64690381","311128.618812756","342728.059030046","448259.959853386","441869.648475879","479965.074648958","316212.64690381","318500.1652096","341412.398271643",,,
"RPA49_HUMAN","1","1","0.997","0.989718333419556","1.0030334980932","compmix2","compmix1","DNA-directed RNA polymerase I subunit RPA49 OS=Homo sapiens GN=POLR1E PE=1 SV=2","85708.4529675844","87390.5397744725","80065.3930979226","93625.4350858867","86383.6781418283","73923.2462939769","117620.076673046","121444.684911741","119140.233934174","93625.4350858867","88430.3599732277","73639.4705373085","x",,
"EF1A1_HUMAN","28","19","33.853","0.95346996538902","1.00305131476455","compmix2","compmix1","Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1","34570077.3350501","33340027.6384799","32328814.5183338","34626736.3669425","34560482.9685448","31357560.6514041","47441471.7096757","46331893.1540307","48106458.6770726","34626736.3669425","35379321.8290524","31237185.5874392",,,
"MEP50_HUMAN","4","4","3.891","0.952310593159678","1.00313262428539","compmix1","compmix2","Methylosome protein 50 OS=Homo sapiens GN=WDR77 PE=1 SV=1","510547.323743147","553613.187665289","573117.115150744","510436.161697012","553663.675349154","568064.83083665","700638.190104763","769343.905101213","852819.233488656","510436.161697012","566781.58615613","565884.149720911",,,
"M0R0F0_HUMAN;RS5_HUMAN","14","5","16.637","0.860995047214956","1.0032919828141","compmix2","compmix1","40S ribosomal protein S5 (Fragment) OS=Homo sapiens GN=RPS5 PE=1 SV=1 [M0R0F0_HUMAN,RS5_HUMAN]","2500174.87716381","2491524.46391114","2410623.56330988","2531623.9238048","2474748.5276545","2420318.77271115","3431059.0212059","3462416.00349938","3587096.04920957","2531623.9238048","2533382.55387086","2411027.67923869",,,
"AT1A1_HUMAN;A8QI34_DROME","13","12","13.774","0.892779434853854","1.00333854555097","compmix2","compmix1","Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1","338020.182560678","322990.051607741","354978.811593011","344312.900700422","338140.624401041","336927.446368532","463874.430271899","448852.074244621","528221.457716961","344312.900700422","346152.16416534","335634.052939145",,,
"SSBP_HUMAN","4","3","2.987","0.942204350628079","1.0034539680558","compmix2","compmix1","Single-stranded DNA-binding protein, mitochondrial OS=Homo sapiens GN=SSBP1 PE=1 SV=1","114737.03488824","120036.976608169","115362.447695412","124492.086623983","114325.368681132","112528.364031926","157456.801208358","166812.710386707","171663.542435125","124492.086623983","117034.070833911","112096.3913677",,,
"LUZP1_HUMAN","1","1","0.778","0.970340048697148","1.00353931285251","compmix2","compmix1","Leucine zipper protein 1 OS=Homo sapiens GN=LUZP1 PE=1 SV=2","850401.622676693","870663.365802066","876134.285843633","911271.033636526","795265.973249534","899854.568208467","1167029.62892056","1209941.46960189","1303719.86865158","911271.033636526","814108.148688136","896400.216244953","x",,
"CT027_HUMAN","1","1","0.996","0.961516276203284","1.0036019844915","compmix1","compmix2","UPF0687 protein C20orf27 OS=Homo sapiens GN=C20orf27 PE=1 SV=3","111397.950962155","118058.749911183","89632.3603288488","108850.152000192","122357.631164038","86736.0492843099","152874.48413454","164063.612846865","133376.231158831","108850.152000192","125256.641093036","86403.0878783917","x",,
"PSMD6_HUMAN","11","10","12.038","0.902153858805192","1.00362147283602","compmix1","compmix2","26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens GN=PSMD6 PE=1 SV=1","510463.802705918","474991.691103658","500796.303650358","503813.372659745","480947.337299395","496128.088942405","700523.571879109","660085.364052518","745203.220288956","503813.372659745","492342.385510869","494223.557811775",,,
"CAB39_HUMAN","5","4","4.943","0.964469573720569","1.003634878459","compmix1","compmix2","Calcium-binding protein 39 OS=Homo sapiens GN=CAB39 PE=1 SV=1","90082.341261713","77292.3444074984","77682.0781219649","89080.7511696391","77720.6342759407","77367.8528409976","123622.48435516","107411.447931122","115593.774061964","89080.7511696391","79562.0632764082","77070.8539660503",,,
"A0A087WXS7_HUMAN;ASNA_HUMAN","8","6","7.487","0.918107846540711","1.00371945977873","compmix2","compmix1","ATPase ASNA1 OS=Homo sapiens GN=ASNA1 PE=1 SV=1 [A0A087WXS7_HUMAN,ASNA_HUMAN]","351297.526814439","334382.729295931","334840.896041887","353100.03267163","346717.536422638","324499.370436766","482095.29641835","464684.22444891","498255.50267852","353100.03267163","354932.288302718","323253.685770567",,,
"NIBL1_HUMAN","14","13","12.338","0.843687682026208","1.00379243468703","compmix1","compmix2","Niban-like protein 1 OS=Homo sapiens GN=FAM129B PE=1 SV=3","497035.146944958","481824.889592388","488414.514134992","503295.169342248","476522.975649467","481912.88621477","682095.056773167","669581.307658598","726778.664531386","503295.169342248","487813.197801213","480062.924250302",,,
"PPM1G_HUMAN","10","10","9.345","0.801724118478396","1.00379765513081","compmix2","compmix1","Protein phosphatase 1G OS=Homo sapiens GN=PPM1G PE=1 SV=1","387689.057075154","394358.131029066","392259.416556553","401372.571245397","384163.708934596","393229.935983116","532036.398273655","548030.703195152","583696.361726134","401372.571245397","393265.670095228","391720.409166822",,,
"PRS56_HUMAN;R4GMZ0_HUMAN","5","5","4.888","0.943003177103356","1.0039187421048","compmix2","compmix1","Serine protease 56 OS=Homo sapiens GN=PRSS56 PE=1 SV=1 [PRS56_HUMAN,R4GMZ0_HUMAN]","136383.430643102","135381.490676162","137755.021113921","127657.748758992","143009.354577997","140457.642137363","187162.747824205","188136.639509017","204984.510861602","127657.748758992","146397.664198877","139918.454863053",,,
"GNL3_HUMAN","8","8","6.454","0.970292459935005","1.00392564589824","compmix1","compmix2","Guanine nucleotide-binding protein-like 3 OS=Homo sapiens GN=GNL3 PE=1 SV=2","254823.28618633","273289.918903766","232760.545144664","249748.142010228","258344.670886814","249805.696164336","349701.032063308","379784.907799804","346356.206173432","249748.142010228","264465.611271811","248846.744765378",,,
